order_id,order_date,customer_id,customer_region,customer_age_group,customer_gender,product_id,product_name,category,channel,quantity,unit_price,revenue
ORD11127,2024-02-19,U00302,华中,26-35,男,P001,无线耳机,电子,拼多多,1,255.49,255.49
ORD14144,2024-02-19,U01159,华中,36-45,男,P006,跑步鞋,运动,天猫,3,558.6,1675.8
ORD10333,2024-02-20,U00091,西南,26-35,男,P001,无线耳机,电子,天猫,2,293.12,586.24
ORD11400,2024-02-21,U00384,华东,18-25,男,P010,坚果礼盒,食品,拼多多,1,164.08,164.08
ORD11878,2024-02-21,U00533,华南,26-35,女,P009,咖啡豆,食品,线下门店,2,69.24,138.48
ORD13375,2024-02-21,U00950,华北,46-55,女,P003,蓝牙音箱,电子,京东,1,435.66,435.66
ORD13989,2024-02-21,U01106,华中,18-25,男,P006,跑步鞋,运动,抖音,1,565.95,565.95
ORD15423,2024-02-21,U01487,华东,18-25,男,P004,保温杯,家居,京东,1,88.17,88.17
ORD10589,2024-02-22,U00147,华南,46-55,男,P004,保温杯,家居,抖音,1,76.41,76.41
ORD14291,2024-02-22,U01195,华北,26-35,男,P004,保温杯,家居,拼多多,1,80.23,80.23
ORD14075,2024-02-24,U01133,华东,26-35,女,P004,保温杯,家居,拼多多,1,82.78,82.78
ORD14722,2024-02-24,U01310,华南,46-55,女,P002,智能手表,电子,京东,1,802.27,802.27
ORD12788,2024-02-26,U00792,华北,26-35,女,P007,面霜,美妆,京东,3,179.6,538.8
ORD14933,2024-02-26,U01365,西南,26-35,女,P004,保温杯,家居,抖音,4,85.9,343.6
ORD11591,2024-02-27,U00446,华东,26-35,女,P001,无线耳机,电子,天猫,1,260.46,260.46
ORD11384,2024-02-28,U00380,华东,36-45,女,P009,咖啡豆,食品,天猫,1,68.56,68.56
ORD12946,2024-02-29,U00833,西南,26-35,男,P004,保温杯,家居,天猫,2,84.55,169.1
ORD15374,2024-02-29,U01472,华东,26-35,女,P006,跑步鞋,运动,天猫,1,576.16,576.16
ORD13324,2024-03-02,U00932,华东,18-25,女,P004,保温杯,家居,线下门店,2,77.65,155.3
ORD15100,2024-03-02,U01411,华东,26-35,女,P002,智能手表,电子,拼多多,2,841.33,1682.66
ORD15194,2024-03-02,U01434,华东,36-45,男,P005,瑜伽垫,运动,抖音,1,122.91,122.91
ORD12467,2024-03-03,U00693,华东,18-25,女,P010,坚果礼盒,食品,线下门店,1,153.34,153.34
ORD14693,2024-03-03,U01303,华东,26-35,男,P006,跑步鞋,运动,抖音,1,590.0,590.0
ORD12063,2024-03-04,U00585,华北,26-35,女,P002,智能手表,电子,抖音,1,812.49,812.49
ORD10568,2024-03-05,U00140,华南,46-55,女,P007,面霜,美妆,京东,1,187.23,187.23
ORD10617,2024-03-05,U00151,西北,36-45,女,P001,无线耳机,电子,天猫,1,271.92,271.92
ORD12314,2024-03-05,U00653,华东,26-35,女,P006,跑步鞋,运动,抖音,1,574.55,574.55
ORD11388,2024-03-06,U00381,华中,26-35,女,P001,无线耳机,电子,天猫,2,260.98,521.96
ORD15404,2024-03-06,U01483,华南,18-25,女,P010,坚果礼盒,食品,拼多多,1,143.67,143.67
ORD14664,2024-03-07,U01292,西北,36-45,女,P004,保温杯,家居,抖音,2,76.59,153.18
ORD12065,2024-03-08,U00585,华北,26-35,女,P001,无线耳机,电子,京东,2,281.06,562.12
ORD12245,2024-03-08,U00630,华东,36-45,女,P001,无线耳机,电子,线下门店,1,282.15,282.15
ORD12835,2024-03-08,U00804,华中,26-35,女,P004,保温杯,家居,抖音,1,84.58,84.58
ORD10588,2024-03-09,U00147,华南,46-55,男,P004,保温杯,家居,抖音,3,87.88,263.64
ORD11108,2024-03-09,U00293,华东,46-55,女,P008,口红,美妆,线下门店,5,135.3,676.5
ORD12718,2024-03-09,U00768,华东,36-45,男,P004,保温杯,家居,京东,1,82.46,82.46
ORD15235,2024-03-09,U01443,西南,26-35,女,P009,咖啡豆,食品,天猫,1,68.49,68.49
ORD15236,2024-03-09,U01444,东北,26-35,女,P007,面霜,美妆,抖音,1,172.29,172.29
ORD12276,2024-03-10,U00644,西南,36-45,男,P008,口红,美妆,天猫,2,153.94,307.88
ORD14108,2024-03-10,U01144,华中,18-25,男,P001,无线耳机,电子,拼多多,1,263.28,263.28
ORD10072,2024-03-11,U00013,西南,36-45,男,P004,保温杯,家居,天猫,2,76.47,152.94
ORD11031,2024-03-11,U00268,华东,36-45,男,P002,智能手表,电子,天猫,2,789.83,1579.66
ORD15084,2024-03-11,U01407,华南,26-35,女,P004,保温杯,家居,天猫,2,79.0,158.0
ORD11992,2024-03-12,U00570,华东,26-35,男,P010,坚果礼盒,食品,线下门店,1,163.32,163.32
ORD10907,2024-03-14,U00234,华北,36-45,男,P002,智能手表,电子,抖音,2,838.17,1676.34
ORD13175,2024-03-14,U00892,华东,36-45,男,P007,面霜,美妆,京东,1,194.07,194.07
ORD12972,2024-03-15,U00835,华南,36-45,女,P005,瑜伽垫,运动,拼多多,1,125.01,125.01
ORD13465,2024-03-15,U00977,华中,46-55,男,P008,口红,美妆,拼多多,1,140.94,140.94
ORD13556,2024-03-16,U01003,华东,26-35,男,P006,跑步鞋,运动,京东,1,585.15,585.15
ORD13627,2024-03-16,U01019,华东,46-55,女,P007,面霜,美妆,京东,3,175.61,526.83
ORD13992,2024-03-16,U01107,华南,36-45,女,P003,蓝牙音箱,电子,拼多多,1,411.23,411.23
ORD14857,2024-03-16,U01344,华中,36-45,男,P009,咖啡豆,食品,抖音,1,78.98,78.98
ORD10293,2024-03-17,U00079,华东,18-25,男,P010,坚果礼盒,食品,京东,5,147.95,739.75
ORD10180,2024-03-18,U00054,华东,18-25,男,P001,无线耳机,电子,天猫,2,289.53,579.06
ORD13589,2024-03-18,U01012,华东,36-45,男,P006,跑步鞋,运动,天猫,1,546.44,546.44
ORD10257,2024-03-19,U00071,华东,36-45,女,P010,坚果礼盒,食品,天猫,2,151.82,303.64
ORD11702,2024-03-19,U00482,华中,36-45,男,P006,跑步鞋,运动,京东,1,516.09,516.09
ORD12621,2024-03-19,U00741,华东,18-25,女,P005,瑜伽垫,运动,天猫,3,115.13,345.39
ORD15049,2024-03-19,U01397,西北,46-55,女,P003,蓝牙音箱,电子,线下门店,1,439.69,439.69
ORD10400,2024-03-20,U00110,西北,46-55,男,P001,无线耳机,电子,抖音,1,296.25,296.25
ORD11341,2024-03-20,U00366,华中,46-55,男,P003,蓝牙音箱,电子,天猫,3,414.22,1242.66
ORD11547,2024-03-20,U00431,华东,26-35,男,P004,保温杯,家居,拼多多,1,78.32,78.32
ORD12035,2024-03-20,U00579,华中,18-25,男,P005,瑜伽垫,运动,京东,5,127.14,635.7
ORD13353,2024-03-20,U00943,西南,55+,女,P006,跑步鞋,运动,京东,1,595.46,595.46
ORD14208,2024-03-20,U01173,华北,18-25,女,P010,坚果礼盒,食品,天猫,3,155.81,467.43
ORD14748,2024-03-20,U01320,华北,18-25,男,P004,保温杯,家居,天猫,3,85.75,257.25
ORD12376,2024-03-21,U00664,西南,18-25,女,P005,瑜伽垫,运动,线下门店,1,116.06,116.06
ORD12554,2024-03-23,U00721,华东,26-35,女,P010,坚果礼盒,食品,抖音,1,150.21,150.21
ORD12770,2024-03-23,U00784,华南,26-35,女,P004,保温杯,家居,抖音,1,76.81,76.81
ORD15245,2024-03-23,U01445,华南,55+,男,P006,跑步鞋,运动,天猫,2,545.91,1091.82
ORD10308,2024-03-24,U00083,华东,26-35,男,P007,面霜,美妆,京东,2,197.04,394.08
ORD11700,2024-03-24,U00482,华中,36-45,男,P001,无线耳机,电子,天猫,2,273.74,547.48
ORD11238,2024-03-25,U00331,华南,18-25,女,P004,保温杯,家居,抖音,1,79.43,79.43
ORD13521,2024-03-25,U00995,华北,46-55,女,P005,瑜伽垫,运动,京东,2,124.43,248.86
ORD10501,2024-03-26,U00123,华东,36-45,女,P006,跑步鞋,运动,抖音,4,551.19,2204.76
ORD13056,2024-03-26,U00857,华东,36-45,男,P004,保温杯,家居,京东,1,76.91,76.91
ORD13252,2024-03-26,U00910,东北,55+,女,P004,保温杯,家居,京东,1,81.44,81.44
ORD13355,2024-03-26,U00943,西南,55+,女,P002,智能手表,电子,天猫,1,852.82,852.82
ORD14536,2024-03-26,U01256,华南,18-25,男,P009,咖啡豆,食品,抖音,1,73.8,73.8
ORD14810,2024-03-26,U01338,华北,26-35,男,P007,面霜,美妆,天猫,3,171.0,513.0
ORD15110,2024-03-26,U01412,华南,18-25,男,P007,面霜,美妆,线下门店,1,169.31,169.31
ORD10045,2024-03-27,U00008,华中,26-35,女,P007,面霜,美妆,天猫,1,181.6,181.6
ORD11156,2024-03-27,U00308,西南,36-45,男,P007,面霜,美妆,拼多多,5,198.89,994.45
ORD12644,2024-03-27,U00748,东北,36-45,女,P004,保温杯,家居,天猫,2,80.72,161.44
ORD10560,2024-03-28,U00138,华中,36-45,女,P004,保温杯,家居,天猫,1,79.23,79.23
ORD11215,2024-03-29,U00323,华东,46-55,男,P009,咖啡豆,食品,京东,1,78.14,78.14
ORD10056,2024-03-30,U00011,西南,36-45,女,P008,口红,美妆,拼多多,1,137.94,137.94
ORD10517,2024-03-30,U00124,西北,26-35,男,P007,面霜,美妆,拼多多,1,170.8,170.8
ORD11671,2024-03-30,U00470,华北,18-25,女,P009,咖啡豆,食品,拼多多,1,67.42,67.42
ORD13120,2024-03-30,U00884,华北,36-45,女,P009,咖啡豆,食品,抖音,4,73.26,293.04
ORD15348,2024-03-30,U01468,华南,26-35,女,P004,保温杯,家居,抖音,1,77.8,77.8
ORD10159,2024-03-31,U00049,华南,26-35,女,P008,口红,美妆,京东,1,141.39,141.39
ORD15341,2024-03-31,U01467,华中,26-35,女,P007,面霜,美妆,天猫,1,193.49,193.49
ORD10449,2024-04-01,U00117,华北,26-35,男,P009,咖啡豆,食品,天猫,1,67.41,67.41
ORD11530,2024-04-01,U00427,西南,36-45,女,P009,咖啡豆,食品,天猫,3,78.75,236.25
ORD12486,2024-04-01,U00696,西南,26-35,男,P009,咖啡豆,食品,天猫,1,72.2,72.2
ORD11307,2024-04-02,U00354,华南,46-55,女,P003,蓝牙音箱,电子,拼多多,2,408.18,816.36
ORD12535,2024-04-02,U00713,西南,26-35,女,P004,保温杯,家居,抖音,3,83.41,250.23
ORD13015,2024-04-02,U00844,西南,26-35,男,P007,面霜,美妆,京东,5,189.19,945.95
ORD13071,2024-04-02,U00866,西南,18-25,女,P009,咖啡豆,食品,天猫,1,69.44,69.44
ORD10931,2024-04-03,U00240,华南,26-35,女,P010,坚果礼盒,食品,抖音,2,153.68,307.36
ORD11318,2024-04-03,U00355,华东,36-45,女,P004,保温杯,家居,抖音,3,84.2,252.6
ORD12580,2024-04-04,U00731,华中,26-35,男,P006,跑步鞋,运动,天猫,1,546.39,546.39
ORD12021,2024-04-05,U00577,华北,18-25,男,P006,跑步鞋,运动,线下门店,4,592.04,2368.16
ORD12313,2024-04-05,U00652,华北,36-45,女,P006,跑步鞋,运动,天猫,2,570.88,1141.76
ORD13683,2024-04-05,U01035,西北,18-25,女,P003,蓝牙音箱,电子,天猫,2,396.25,792.5
ORD13736,2024-04-05,U01048,华东,46-55,女,P002,智能手表,电子,线下门店,1,830.78,830.78
ORD14173,2024-04-05,U01164,华北,55+,女,P009,咖啡豆,食品,拼多多,1,79.0,79.0
ORD14928,2024-04-05,U01364,华南,26-35,男,P003,蓝牙音箱,电子,拼多多,1,442.49,442.49
ORD15252,2024-04-05,U01446,华东,36-45,男,P004,保温杯,家居,京东,2,76.91,153.82
ORD12714,2024-04-06,U00767,华南,26-35,男,P003,蓝牙音箱,电子,天猫,1,406.25,406.25
ORD13350,2024-04-06,U00941,华中,26-35,女,P009,咖啡豆,食品,天猫,1,74.7,74.7
ORD10959,2024-04-07,U00249,华东,46-55,男,P004,保温杯,家居,线下门店,5,76.92,384.6
ORD15407,2024-04-07,U01483,华南,18-25,女,P010,坚果礼盒,食品,京东,1,154.33,154.33
ORD12129,2024-04-08,U00594,华南,55+,男,P008,口红,美妆,天猫,1,135.69,135.69
ORD12357,2024-04-08,U00662,华中,18-25,男,P005,瑜伽垫,运动,抖音,1,118.01,118.01
ORD13733,2024-04-08,U01046,西北,26-35,女,P005,瑜伽垫,运动,京东,1,128.15,128.15
ORD12876,2024-04-09,U00815,华东,26-35,男,P004,保温杯,家居,拼多多,1,83.66,83.66
ORD13131,2024-04-09,U00887,华北,46-55,男,P006,跑步鞋,运动,京东,1,580.81,580.81
ORD13735,2024-04-09,U01047,华中,46-55,男,P004,保温杯,家居,京东,2,87.81,175.62
ORD13833,2024-04-09,U01072,西南,26-35,男,P004,保温杯,家居,抖音,1,87.6,87.6
ORD14280,2024-04-09,U01191,西北,46-55,女,P003,蓝牙音箱,电子,拼多多,1,425.19,425.19
ORD14817,2024-04-09,U01338,华北,26-35,男,P003,蓝牙音箱,电子,天猫,1,416.14,416.14
ORD15422,2024-04-09,U01487,华东,18-25,男,P006,跑步鞋,运动,拼多多,4,549.42,2197.68
ORD11206,2024-04-10,U00323,华东,46-55,男,P010,坚果礼盒,食品,拼多多,1,152.81,152.81
ORD13438,2024-04-10,U00971,华中,46-55,男,P010,坚果礼盒,食品,京东,1,149.83,149.83
ORD14565,2024-04-10,U01265,华中,46-55,男,P009,咖啡豆,食品,抖音,1,71.96,71.96
ORD10138,2024-04-11,U00037,华南,55+,男,P003,蓝牙音箱,电子,京东,2,396.24,792.48
ORD12280,2024-04-11,U00644,西南,36-45,男,P006,跑步鞋,运动,天猫,1,519.35,519.35
ORD11084,2024-04-12,U00288,华南,36-45,男,P005,瑜伽垫,运动,天猫,1,116.95,116.95
ORD11546,2024-04-12,U00430,西北,26-35,男,P009,咖啡豆,食品,抖音,1,67.64,67.64
ORD12571,2024-04-12,U00729,华南,46-55,女,P009,咖啡豆,食品,天猫,1,74.66,74.66
ORD12720,2024-04-12,U00769,西南,18-25,男,P001,无线耳机,电子,拼多多,1,261.22,261.22
ORD13122,2024-04-12,U00885,华南,26-35,女,P002,智能手表,电子,天猫,1,870.52,870.52
ORD13700,2024-04-12,U01039,华南,18-25,男,P005,瑜伽垫,运动,拼多多,1,113.11,113.11
ORD14062,2024-04-12,U01127,华南,18-25,男,P010,坚果礼盒,食品,抖音,2,167.53,335.06
ORD15454,2024-04-12,U01499,华东,26-35,女,P004,保温杯,家居,京东,1,76.03,76.03
ORD12359,2024-04-13,U00662,华中,18-25,男,P008,口红,美妆,抖音,1,155.37,155.37
ORD15008,2024-04-13,U01389,东北,36-45,男,P008,口红,美妆,天猫,2,136.86,273.72
ORD10441,2024-04-14,U00114,华南,36-45,女,P008,口红,美妆,抖音,1,154.37,154.37
ORD14020,2024-04-14,U01112,华中,36-45,女,P001,无线耳机,电子,线下门店,3,266.69,800.07
ORD14441,2024-04-14,U01230,西北,36-45,男,P001,无线耳机,电子,线下门店,1,282.1,282.1
ORD11023,2024-04-15,U00264,华南,46-55,女,P001,无线耳机,电子,抖音,4,292.9,1171.6
ORD12179,2024-04-15,U00609,西北,18-25,男,P001,无线耳机,电子,抖音,3,271.3,813.9
ORD13032,2024-04-15,U00849,东北,26-35,男,P004,保温杯,家居,抖音,2,87.3,174.6
ORD13248,2024-04-15,U00909,西北,18-25,男,P004,保温杯,家居,抖音,1,84.61,84.61
ORD14524,2024-04-15,U01253,华东,18-25,男,P001,无线耳机,电子,抖音,1,284.93,284.93
ORD10768,2024-04-16,U00199,华南,46-55,男,P004,保温杯,家居,抖音,2,83.56,167.12
ORD11575,2024-04-16,U00439,华东,18-25,女,P008,口红,美妆,京东,2,138.18,276.36
ORD12362,2024-04-16,U00663,华南,26-35,女,P004,保温杯,家居,抖音,1,85.91,85.91
ORD10865,2024-04-17,U00222,华东,36-45,男,P010,坚果礼盒,食品,京东,1,151.03,151.03
ORD11929,2024-04-17,U00545,华中,46-55,男,P009,咖啡豆,食品,天猫,1,73.0,73.0
ORD12507,2024-04-17,U00703,华中,36-45,女,P006,跑步鞋,运动,抖音,1,586.02,586.02
ORD14116,2024-04-17,U01146,华南,36-45,男,P007,面霜,美妆,天猫,5,176.78,883.9
ORD14292,2024-04-17,U01195,华北,26-35,男,P006,跑步鞋,运动,天猫,1,597.73,597.73
ORD15173,2024-04-18,U01431,华北,26-35,女,P004,保温杯,家居,天猫,1,86.98,86.98
ORD12097,2024-04-19,U00589,华东,36-45,女,P006,跑步鞋,运动,抖音,1,515.02,515.02
ORD15286,2024-04-19,U01457,华东,36-45,女,P008,口红,美妆,天猫,1,154.86,154.86
ORD10407,2024-04-20,U00110,西北,46-55,男,P002,智能手表,电子,线下门店,1,871.61,871.61
ORD10897,2024-04-21,U00229,华东,26-35,男,P010,坚果礼盒,食品,天猫,2,151.78,303.56
ORD13305,2024-04-21,U00929,西南,36-45,男,P002,智能手表,电子,京东,1,807.9,807.9
ORD13503,2024-04-21,U00989,华南,55+,男,P009,咖啡豆,食品,抖音,1,78.17,78.17
ORD10738,2024-04-22,U00194,华中,26-35,男,P008,口红,美妆,抖音,1,138.55,138.55
ORD11110,2024-04-22,U00294,华南,26-35,女,P010,坚果礼盒,食品,线下门店,1,161.21,161.21
ORD11255,2024-04-22,U00336,华南,18-25,女,P004,保温杯,家居,天猫,2,82.86,165.72
ORD12391,2024-04-22,U00670,西北,36-45,女,P007,面霜,美妆,京东,3,190.7,572.1
ORD14080,2024-04-22,U01133,华东,26-35,女,P002,智能手表,电子,抖音,1,866.32,866.32
ORD10344,2024-04-23,U00093,华东,36-45,女,P008,口红,美妆,天猫,1,151.57,151.57
ORD14247,2024-04-23,U01184,华东,36-45,女,P003,蓝牙音箱,电子,京东,3,419.46,1258.38
ORD13097,2024-04-24,U00877,西北,18-25,男,P006,跑步鞋,运动,拼多多,1,597.52,597.52
ORD14038,2024-04-24,U01119,东北,46-55,女,P004,保温杯,家居,天猫,4,76.46,305.84
ORD10228,2024-04-25,U00065,华东,46-55,女,P001,无线耳机,电子,拼多多,5,298.11,1490.55
ORD11147,2024-04-25,U00305,华东,36-45,男,P001,无线耳机,电子,天猫,2,286.31,572.62
ORD12794,2024-04-25,U00794,华南,36-45,女,P004,保温杯,家居,拼多多,1,85.79,85.79
ORD10145,2024-04-26,U00040,华北,36-45,女,P004,保温杯,家居,天猫,1,77.71,77.71
ORD10343,2024-04-26,U00093,华东,36-45,女,P007,面霜,美妆,抖音,1,182.76,182.76
ORD11984,2024-04-26,U00565,华东,26-35,女,P001,无线耳机,电子,京东,1,296.81,296.81
ORD12096,2024-04-26,U00589,华东,36-45,女,P005,瑜伽垫,运动,京东,2,117.48,234.96
ORD14417,2024-04-26,U01221,西南,46-55,男,P004,保温杯,家居,线下门店,1,77.76,77.76
ORD14717,2024-04-26,U01309,华中,46-55,女,P006,跑步鞋,运动,抖音,4,598.09,2392.36
ORD14930,2024-04-26,U01364,华南,26-35,男,P007,面霜,美妆,天猫,1,185.96,185.96
ORD13576,2024-04-27,U01009,华东,26-35,女,P004,保温杯,家居,抖音,1,78.88,78.88
ORD13963,2024-04-27,U01098,东北,18-25,男,P002,智能手表,电子,抖音,1,804.67,804.67
ORD14282,2024-04-27,U01192,华北,46-55,女,P004,保温杯,家居,抖音,1,79.77,79.77
ORD15419,2024-04-27,U01487,华东,18-25,男,P004,保温杯,家居,拼多多,1,78.28,78.28
ORD12671,2024-04-28,U00757,东北,18-25,女,P006,跑步鞋,运动,拼多多,1,589.26,589.26
ORD13114,2024-04-28,U00882,华北,36-45,女,P004,保温杯,家居,天猫,1,77.91,77.91
ORD13396,2024-04-28,U00957,华北,36-45,男,P004,保温杯,家居,抖音,1,83.18,83.18
ORD13950,2024-04-28,U01096,华东,26-35,男,P002,智能手表,电子,线下门店,1,878.93,878.93
ORD14776,2024-04-28,U01327,西南,18-25,男,P005,瑜伽垫,运动,抖音,1,120.08,120.08
ORD14939,2024-04-28,U01369,西南,26-35,女,P006,跑步鞋,运动,天猫,1,562.09,562.09
ORD15088,2024-04-28,U01408,华中,26-35,男,P003,蓝牙音箱,电子,天猫,2,409.52,819.04
ORD15164,2024-04-28,U01427,华东,46-55,女,P007,面霜,美妆,天猫,1,188.73,188.73
ORD10395,2024-04-29,U00106,西北,26-35,男,P005,瑜伽垫,运动,京东,1,109.68,109.68
ORD12890,2024-04-29,U00821,华东,55+,女,P010,坚果礼盒,食品,京东,1,164.71,164.71
ORD14073,2024-04-29,U01131,华中,18-25,女,P005,瑜伽垫,运动,天猫,1,122.72,122.72
ORD11518,2024-04-30,U00422,西北,26-35,男,P009,咖啡豆,食品,拼多多,1,68.56,68.56
ORD12209,2024-04-30,U00620,华东,46-55,男,P009,咖啡豆,食品,线下门店,3,78.14,234.42
ORD13949,2024-04-30,U01096,华东,26-35,男,P002,智能手表,电子,天猫,2,810.37,1620.74
ORD14297,2024-04-30,U01195,华北,26-35,男,P004,保温杯,家居,天猫,1,75.76,75.76
ORD11033,2024-05-01,U00270,华南,36-45,女,P006,跑步鞋,运动,京东,1,525.38,525.38
ORD11308,2024-05-01,U00355,华东,36-45,女,P007,面霜,美妆,京东,1,179.45,179.45
ORD11733,2024-05-01,U00488,西南,46-55,女,P010,坚果礼盒,食品,京东,2,146.92,293.84
ORD12666,2024-05-01,U00757,东北,18-25,女,P001,无线耳机,电子,天猫,2,285.66,571.32
ORD10868,2024-05-02,U00222,华东,36-45,男,P003,蓝牙音箱,电子,线下门店,1,429.27,429.27
ORD10913,2024-05-02,U00234,华北,36-45,男,P005,瑜伽垫,运动,抖音,4,114.46,457.84
ORD13607,2024-05-02,U01018,华中,18-25,女,P002,智能手表,电子,拼多多,1,811.08,811.08
ORD14439,2024-05-02,U01230,西北,36-45,男,P002,智能手表,电子,拼多多,2,866.55,1733.1
ORD11284,2024-05-03,U00347,华东,18-25,男,P008,口红,美妆,拼多多,2,146.61,293.22
ORD11617,2024-05-03,U00455,西南,26-35,男,P009,咖啡豆,食品,拼多多,1,68.74,68.74
ORD15059,2024-05-03,U01399,华东,36-45,女,P004,保温杯,家居,天猫,1,78.41,78.41
ORD10329,2024-05-04,U00091,西南,26-35,男,P003,蓝牙音箱,电子,天猫,1,396.05,396.05
ORD10656,2024-05-04,U00163,华南,36-45,女,P010,坚果礼盒,食品,京东,1,164.38,164.38
ORD11971,2024-05-04,U00560,华东,36-45,女,P004,保温杯,家居,京东,1,76.12,76.12
ORD13403,2024-05-04,U00960,西北,26-35,女,P010,坚果礼盒,食品,线下门店,3,157.1,471.3
ORD12095,2024-05-05,U00589,华东,36-45,女,P006,跑步鞋,运动,天猫,1,593.84,593.84
ORD12246,2024-05-05,U00631,华东,18-25,男,P005,瑜伽垫,运动,拼多多,1,115.71,115.71
ORD12861,2024-05-05,U00809,华东,26-35,女,P010,坚果礼盒,食品,拼多多,4,146.64,586.56
ORD13903,2024-05-05,U01086,华南,18-25,男,P008,口红,美妆,拼多多,1,144.83,144.83
ORD14935,2024-05-05,U01367,华东,18-25,女,P007,面霜,美妆,天猫,3,195.15,585.45
ORD10202,2024-05-06,U00058,华北,26-35,男,P010,坚果礼盒,食品,拼多多,1,164.55,164.55
ORD10624,2024-05-06,U00153,华中,26-35,男,P008,口红,美妆,京东,1,150.29,150.29
ORD12645,2024-05-06,U00749,华南,18-25,女,P010,坚果礼盒,食品,抖音,1,162.63,162.63
ORD13019,2024-05-06,U00845,华北,26-35,女,P004,保温杯,家居,抖音,1,87.36,87.36
ORD13381,2024-05-06,U00951,华东,36-45,女,P006,跑步鞋,运动,京东,1,596.37,596.37
ORD13925,2024-05-06,U01090,西南,46-55,男,P006,跑步鞋,运动,天猫,3,566.71,1700.13
ORD15263,2024-05-06,U01450,华南,26-35,女,P002,智能手表,电子,京东,5,886.24,4431.2
ORD11734,2024-05-07,U00488,西南,46-55,女,P006,跑步鞋,运动,天猫,1,522.13,522.13
